coo: 51.9251096_4.4755567;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2023-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.31;132.24;9.43;144.85;13.82;158.36;16.13;172.58;16.15;187.09;13.87;201.33;9.51;214.85;3.42;227.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.13;132.25;9.25;144.83;13.64;158.31;15.97;172.51;16.00;186.99;13.74;201.20;9.40;214.71;3.33;227.31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.96;132.25;9.07;144.81;13.47;158.26;15.81;172.43;15.86;186.89;13.61;201.08;9.29;214.57;3.24;227.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.79;132.24;8.90;144.78;13.31;158.21;15.66;172.35;15.72;186.78;13.50;200.95;9.19;214.43;3.16;227.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.62;132.23;8.74;144.75;13.15;158.15;15.51;172.27;15.59;186.68;13.38;200.83;9.10;214.29;3.08;226.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.46;132.21;8.58;144.71;13.00;158.09;15.37;172.19;15.47;186.57;13.28;200.70;9.02;214.15;3.02;226.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;132.19;8.43;144.67;12.86;158.03;15.24;172.10;15.35;186.46;13.18;200.58;8.94;214.01;2.96;226.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.15;132.16;8.29;144.63;12.72;157.96;15.11;172.01;15.24;186.35;13.09;200.45;8.87;213.88;2.90;226.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.01;132.13;8.15;144.58;12.59;157.89;15.00;171.92;15.14;186.24;13.01;200.32;8.80;213.74;2.86;226.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.87;132.09;8.01;144.52;12.47;157.82;14.89;171.82;15.05;186.12;12.94;200.20;8.75;213.61;2.82;226.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.73;132.05;7.88;144.46;12.35;157.74;14.78;171.72;14.96;186.01;12.87;200.07;8.70;213.48;2.79;226.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.61;132.00;7.76;144.40;12.24;157.66;14.69;171.63;14.88;185.90;12.81;199.95;8.66;213.34;2.76;225.89;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.48;131.95;7.65;144.33;12.14;157.57;14.60;171.52;14.81;185.78;12.76;199.82;8.63;213.22;2.75;225.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.37;131.89;7.54;144.26;12.04;157.49;14.52;171.42;14.75;185.66;12.71;199.70;8.60;213.09;2.74;225.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.26;131.83;7.44;144.19;11.95;157.40;14.44;171.32;14.69;185.55;12.68;199.58;8.58;212.96;2.73;225.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.15;131.77;7.34;144.11;11.87;157.30;14.37;171.21;14.64;185.43;12.65;199.45;8.57;212.84;2.74;225.38;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.06;131.69;7.25;144.02;11.79;157.21;14.31;171.10;14.60;185.31;12.63;199.33;8.57;212.72;2.75;225.26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;131.62;7.17;143.94;11.72;157.11;14.26;170.99;14.57;185.20;12.61;199.21;8.57;212.60;2.77;225.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;131.54;7.10;143.85;11.66;157.01;14.22;170.88;14.54;185.08;12.61;199.09;8.58;212.48;2.79;225.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.80;131.45;7.03;143.75;11.61;156.90;14.18;170.76;14.53;184.96;12.61;198.97;8.60;212.36;2.83;224.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.73;131.37;6.97;143.65;11.56;156.79;14.15;170.65;14.52;184.84;12.62;198.86;8.63;212.25;2.87;224.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.66;131.27;6.91;143.55;11.52;156.68;14.13;170.53;14.51;184.72;12.63;198.74;8.66;212.14;2.91;224.70;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.60;131.18;6.87;143.45;11.49;156.57;14.12;170.42;14.52;184.61;12.66;198.63;8.70;212.03;2.97;224.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.55;131.07;6.83;143.34;11.46;156.46;14.11;170.30;14.53;184.49;12.69;198.51;8.75;211.93;3.03;224.51;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.50;130.97;6.79;143.23;11.45;156.34;14.11;170.18;14.55;184.37;12.73;198.40;8.80;211.82;3.10;224.41;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;130.86;6.77;143.12;11.44;156.23;14.12;170.06;14.58;184.26;12.77;198.29;8.86;211.73;3.17;224.32;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.43;130.75;6.75;143.00;11.43;156.11;14.14;169.94;14.62;184.14;12.83;198.19;8.93;211.63;3.25;224.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;130.63;6.74;142.88;11.44;155.98;14.16;169.82;14.66;184.03;12.89;198.08;9.01;211.54;3.34;224.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;130.51;6.73;142.76;11.45;155.86;14.19;169.70;14.71;183.91;12.96;197.98;9.09;211.45;3.43;224.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.39;6.73;142.63;11.47;155.74;14.23;169.58;14.77;183.80;13.03;197.88;9.18;211.36;3.53;224.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.26;6.74;142.51;11.50;155.61;14.28;169.46;14.84;183.69;13.11;197.78;9.28;211.27;3.64;223.94;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.13;6.76;142.38;11.54;155.48;14.33;169.34;14.91;183.57;13.21;197.68;9.38;211.19;3.75;223.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;129.97;6.79;142.21;11.59;155.32;14.41;169.18;15.01;183.44;13.33;197.56;9.52;211.10;3.90;223.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
